Dose,Date,Skew,Kurtosis,Time,Cell,Variance,Ligand,Mean
9.333333,2019-4-19,1.1583505,1.2009292,0.5,NK,4260671.0,WT N-term,1066.1587
3.111,2019-4-19,1.4319853,2.094893,0.5,NK,5351274.0,WT N-term,1128.5352
1.037037,2019-4-19,1.8226188,4.6271515,0.5,NK,4880053.5,WT N-term,828.13574
0.345679,2019-4-19,1.7238678,4.2433243,0.5,NK,3095336.5,WT N-term,368.91748
0.115226,2019-4-19,1.4493862,2.5182328,0.5,NK,2799990.2,WT N-term,322.9275
0.038409,2019-4-19,1.2783368,2.244975,0.5,NK,2437911.8,WT N-term,416.8286
0.012803,2019-4-19,1.5536585,2.422996,0.5,NK,2628339.5,WT N-term,113.27051
0.004268,2019-4-19,1.3520335,1.4529228,0.5,NK,2540699.8,WT N-term,151.82666
0.001423,2019-4-19,1.7589141,4.1838646,0.5,NK,2535364.0,WT N-term,88.35742
0.000474,2019-4-19,0.93746126,0.990211,0.5,NK,1867440.9,WT N-term,0.0
84.0,2019-4-19,0.84020406,1.7957544,0.5,CD8,8217966.0,WT N-term,5117.4746
28.0,2019-4-19,10.242557,220.32402,0.5,CD8,10210062.0,WT N-term,3260.2844
9.333333,2019-4-19,7.604557,112.44434,0.5,CD8,5186195.5,WT N-term,970.5625
3.111,2019-4-19,3.337809,14.102882,0.5,CD8,3253437.2,WT N-term,814.7627
1.037037,2019-4-19,28.824707,962.66736,0.5,CD8,14354200.0,WT N-term,741.3789
0.345679,2019-4-19,2.3331623,11.602348,0.5,CD8,590076.5,WT N-term,242.00745
0.115226,2019-4-19,2.2356129,13.618052,0.5,CD8,409854.3,WT N-term,139.21838
0.038409,2019-4-19,4.1360464,53.124126,0.5,CD8,472638.75,WT N-term,0.0
0.012803,2019-4-19,1.0230681,4.1473007,0.5,CD8,269268.9,WT N-term,11.690308
0.004268,2019-4-19,1.9849083,11.344374,0.5,CD8,365374.1,WT N-term,12.242554
0.001423,2019-4-19,7.6413293,144.96129,0.5,CD8,569156.56,WT N-term,90.92639
0.000474,2019-4-19,1.28017,5.914466,0.5,CD8,333368.6,WT N-term,36.65576
84.0,2019-4-19,1.3305174,2.1540194,4.0,NK,4173073.0,H16N N-term,2082.1785
28.0,2019-4-19,2.338861,8.164473,4.0,NK,5580778.5,H16N N-term,1538.824
9.333333,2019-4-19,1.4948472,2.9146566,4.0,NK,3246373.2,H16N N-term,1225.7576
3.111,2019-4-19,1.5428963,2.342246,4.0,NK,3488439.5,H16N N-term,914.3992
1.037037,2019-4-19,1.1571674,0.77285004,4.0,NK,3824654.2,H16N N-term,740.1448
0.345679,2019-4-19,1.7923044,3.4618764,4.0,NK,3669504.5,H16N N-term,541.48413
0.115226,2019-4-19,1.8813062,3.3475409,4.0,NK,3959764.2,H16N N-term,309.12256
0.038409,2019-4-19,1.5330619,2.2264466,4.0,NK,3471175.5,H16N N-term,457.82495
0.012803,2019-4-19,2.1711943,6.562971,4.0,NK,3183981.5,H16N N-term,126.453125
0.004268,2019-4-19,1.5159589,2.0943089,4.0,NK,2957605.8,H16N N-term,33.25171
0.001423,2019-4-19,1.7141304,2.6049247,4.0,NK,3035807.8,H16N N-term,10.379395
0.000474,2019-4-19,0.94870144,0.7300582,4.0,NK,1747646.1,H16N N-term,0.0
84.0,2019-4-19,2.0128398,6.988866,4.0,CD8,2111138.2,H16N N-term,1619.8419
28.0,2019-4-19,2.6785054,13.989584,4.0,CD8,924853.44,H16N N-term,789.9519
9.333333,2019-4-19,3.3364034,20.03836,4.0,CD8,888673.56,H16N N-term,700.07654
3.111,2019-4-19,3.978403,27.981073,4.0,CD8,932423.44,H16N N-term,604.91516
1.037037,2019-4-19,5.254772,53.75555,4.0,CD8,741265.3,H16N N-term,463.2163
0.345679,2019-4-19,2.1501064,10.476864,4.0,CD8,533131.94,H16N N-term,372.7611
0.115226,2019-4-19,1.5167431,5.1496506,4.0,CD8,389375.5,H16N N-term,269.51648
0.038409,2019-4-19,2.74254,17.650908,4.0,CD8,509434.34,H16N N-term,186.35034
0.012803,2019-4-19,1.1159058,2.5480971,4.0,CD8,315639.38,H16N N-term,0.0
0.004268,2019-4-19,0.68413574,1.531426,4.0,CD8,290480.3,H16N N-term,120.188965
0.001423,2019-4-19,0.68714696,0.74162626,4.0,CD8,302314.4,H16N N-term,90.41577
0.000474,2019-4-19,39.186474,1679.1655,4.0,CD8,3545606.2,H16N N-term,157.58362
84.0,2019-4-19,1.0144018,0.21784067,2.0,NK,4841862.0,H16N N-term,1776.9395
28.0,2019-4-19,1.6309692,2.9305434,2.0,NK,3581399.2,H16N N-term,1187.5181
9.333333,2019-4-19,1.590679,2.6586409,2.0,NK,3528341.5,H16N N-term,729.21436
3.111,2019-4-19,1.2319685,1.1719661,2.0,NK,2543329.2,H16N N-term,480.53027
1.037037,2019-4-19,1.4588038,2.2327442,2.0,NK,4006738.2,H16N N-term,406.65454
0.345679,2019-4-19,1.5888175,2.193987,2.0,NK,3944895.5,H16N N-term,551.16113
0.115226,2019-4-19,2.0052848,4.873124,2.0,NK,2521069.0,H16N N-term,0.0
0.038409,2019-4-19,1.6242354,2.6726904,2.0,NK,2735999.2,H16N N-term,66.40625
0.012803,2019-4-19,1.4920672,1.7875161,2.0,NK,3507908.2,H16N N-term,386.6372
0.004268,2019-4-19,2.33562,7.0494184,2.0,NK,5254727.5,H16N N-term,498.82764
0.001423,2019-4-19,1.6823993,2.7755442,2.0,NK,3471655.2,H16N N-term,177.30884
0.000474,2019-4-19,1.9263365,3.7701921,2.0,NK,4373931.5,H16N N-term,299.7351
84.0,2019-4-19,5.233542,60.233814,2.0,CD8,1944397.9,H16N N-term,1161.2823
28.0,2019-4-19,5.2923603,62.59391,2.0,CD8,1155038.6,H16N N-term,584.4037
9.333333,2019-4-19,2.814446,13.617313,2.0,CD8,825413.9,H16N N-term,378.10217
3.111,2019-4-19,2.5654733,10.876455,2.0,CD8,777116.7,H16N N-term,391.12756
1.037037,2019-4-19,3.4532595,19.212112,2.0,CD8,953292.2,H16N N-term,325.7511
0.345679,2019-4-19,2.7234359,15.133308,2.0,CD8,510255.66,H16N N-term,0.0
0.115226,2019-4-19,1.1882248,3.0449095,2.0,CD8,358605.53,H16N N-term,54.742676
0.038409,2019-4-19,3.2879684,23.189743,2.0,CD8,549979.2,H16N N-term,143.30188
0.012803,2019-4-19,4.2298975,44.331528,2.0,CD8,420434.22,H16N N-term,74.45154
0.004268,2019-4-19,0.834465,1.2975779,2.0,CD8,287249.4,H16N N-term,5.628418
0.001423,2019-4-19,0.5590451,0.95419955,2.0,CD8,310431.25,H16N N-term,9.408081
0.000474,2019-4-19,3.0710435,19.395445,2.0,CD8,475032.97,H16N N-term,57.898804
84.0,2019-4-19,0.560882,0.21754408,1.0,NK,3089821.5,H16N N-term,1613.3982
28.0,2019-4-19,1.6996373,2.7826986,1.0,NK,3819191.2,H16N N-term,820.5193
9.333333,2019-4-19,1.2331578,0.9168713,1.0,NK,3938641.5,H16N N-term,674.84644
3.111,2019-4-19,1.6546887,3.625083,1.0,NK,3233805.2,H16N N-term,490.24194
1.037037,2019-4-19,1.4253219,1.7865944,1.0,NK,2723162.8,H16N N-term,245.70776
0.345679,2019-4-19,1.5831972,2.6516027,1.0,NK,3627802.2,H16N N-term,431.25122
0.115226,2019-4-19,1.6678659,3.1769052,1.0,NK,3887094.2,H16N N-term,395.91235
0.038409,2019-4-19,1.791476,3.576808,1.0,NK,3371234.2,H16N N-term,77.17212
0.012803,2019-4-19,4.3758683,30.036995,1.0,NK,5953287.0,H16N N-term,0.8684082
0.004268,2019-4-19,1.716749,2.452983,1.0,NK,4072798.0,H16N N-term,10.978516
0.001423,2019-4-19,1.7340801,2.8516693,1.0,NK,4505721.0,H16N N-term,0.0
0.000474,2019-4-19,1.5525855,1.8079591,1.0,NK,4938032.0,H16N N-term,250.84497
84.0,2019-4-19,1.8814963,7.1277437,1.0,CD8,1670315.0,H16N N-term,1571.4587
28.0,2019-4-19,2.7764132,12.125691,1.0,CD8,1581201.4,H16N N-term,922.39014
9.333333,2019-4-19,3.2912588,15.297371,1.0,CD8,1323769.9,H16N N-term,768.0886
3.111,2019-4-19,4.2235584,29.047031,1.0,CD8,1172865.5,H16N N-term,563.5288
1.037037,2019-4-19,3.6831384,24.326504,1.0,CD8,930116.5,H16N N-term,601.9513
0.345679,2019-4-19,4.9066906,45.96758,1.0,CD8,897360.7,H16N N-term,391.53625
0.115226,2019-4-19,2.3988838,10.859075,1.0,CD8,617002.5,H16N N-term,398.16467
0.038409,2019-4-19,2.0301976,7.769928,1.0,CD8,508476.56,H16N N-term,295.74573
0.012803,2019-4-19,5.0111513,63.362724,1.0,CD8,434110.28,H16N N-term,176.46558
0.004268,2019-4-19,2.066845,10.034928,1.0,CD8,374460.38,H16N N-term,140.36084
0.001423,2019-4-19,0.6878516,0.75123715,1.0,CD8,260362.83,H16N N-term,0.0
0.000474,2019-4-19,5.8244452,54.18519,1.0,CD8,547482.2,H16N N-term,114.38135
84.0,2019-4-19,1.3818119,3.4691596,4.0,NK,3820938.0,R38Q N-term,1619.362
28.0,2019-4-19,1.0124319,0.742162,4.0,NK,3376118.2,R38Q N-term,1554.4568
9.333333,2019-4-19,1.2564905,1.3624864,4.0,NK,4503815.0,R38Q N-term,1468.0173
3.111,2019-4-19,1.2088084,1.4823146,4.0,NK,4259025.5,R38Q N-term,1312.3801
1.037037,2019-4-19,2.2318203,7.7870016,4.0,NK,6089241.0,R38Q N-term,1535.0222
0.345679,2019-4-19,1.6564806,3.2590032,4.0,NK,4662178.0,R38Q N-term,714.28687
0.115226,2019-4-19,2.1799624,7.2679195,4.0,NK,5782213.5,R38Q N-term,674.8943
0.038409,2019-4-19,1.7447556,2.702794,4.0,NK,4640637.0,R38Q N-term,382.3777
0.012803,2019-4-19,1.793995,3.0458374,4.0,NK,3586764.8,R38Q N-term,62.372314
0.004268,2019-4-19,1.8087962,3.451015,4.0,NK,3743512.2,R38Q N-term,100.97778
0.001423,2019-4-19,1.7032338,2.893806,4.0,NK,4057320.2,R38Q N-term,116.1438
0.000474,2019-4-19,2.058198,5.4001036,4.0,NK,3618652.2,R38Q N-term,0.0
84.0,2019-4-19,0.6674108,-0.71494246,4.0,CD8,5492346.5,R38Q N-term,3714.332
28.0,2019-4-19,1.0896802,0.74328184,4.0,CD8,7695837.0,R38Q N-term,3168.0679
9.333333,2019-4-19,3.934702,25.998365,4.0,CD8,4445730.5,R38Q N-term,1634.6953
3.111,2019-4-19,6.3404393,51.82596,4.0,CD8,12212924.0,R38Q N-term,1733.2961
1.037037,2019-4-19,9.613896,93.930214,4.0,CD8,154339740.0,R38Q N-term,2401.5183
0.345679,2019-4-19,4.0662675,19.874935,4.0,CD8,3793156.8,R38Q N-term,511.73657
0.115226,2019-4-19,3.0475495,11.006129,4.0,CD8,1854261.1,R38Q N-term,298.35364
0.038409,2019-4-19,3.9771483,18.5259,4.0,CD8,1341228.4,R38Q N-term,179.51196
0.012803,2019-4-19,4.2402086,31.527325,4.0,CD8,638955.25,R38Q N-term,0.0
0.004268,2019-4-19,6.1322117,58.22525,4.0,CD8,917479.1,R38Q N-term,37.185547
0.001423,2019-4-19,2.5253842,12.78714,4.0,CD8,564677.5,R38Q N-term,104.1864
0.000474,2019-4-19,15.712902,284.7876,4.0,CD8,3558682.8,R38Q N-term,127.59985
84.0,2019-4-19,2.0572517,7.673341,2.0,NK,6632258.0,R38Q N-term,2242.4622
28.0,2019-4-19,0.7032995,0.19608831,2.0,NK,3565709.5,R38Q N-term,1643.5779
9.333333,2019-4-19,1.4006153,1.4239149,2.0,NK,5142860.0,R38Q N-term,1242.011
3.111,2019-4-19,1.721534,3.3094974,2.0,NK,3760379.0,R38Q N-term,643.5686
1.037037,2019-4-19,1.5041405,2.1235118,2.0,NK,3818356.5,R38Q N-term,408.9485
0.345679,2019-4-19,1.2732323,1.3091927,2.0,NK,3471188.5,R38Q N-term,434.01343
0.115226,2019-4-19,2.3570137,7.4245358,2.0,NK,4543184.0,R38Q N-term,299.70142
0.038409,2019-4-19,1.6499721,2.293027,2.0,NK,3314658.2,R38Q N-term,101.3291
0.012803,2019-4-19,1.888721,3.4303117,2.0,NK,4284494.0,R38Q N-term,61.598633
0.004268,2019-4-19,1.65494,2.8860126,2.0,NK,2764142.5,R38Q N-term,0.0
0.001423,2019-4-19,1.710412,2.7821212,2.0,NK,5129962.0,R38Q N-term,446.33862
0.000474,2019-4-19,1.6188064,2.9547796,2.0,NK,3785013.8,R38Q N-term,153.78564
84.0,2019-4-19,1.2657299,2.0661397,2.0,CD8,3867736.2,R38Q N-term,2956.26
28.0,2019-4-19,1.9210666,8.012031,2.0,CD8,3860488.2,R38Q N-term,1956.832
9.333333,2019-4-19,1.932841,4.914193,2.0,CD8,1529128.6,R38Q N-term,804.1936
3.111,2019-4-19,4.224337,25.521566,2.0,CD8,1335271.8,R38Q N-term,384.662
1.037037,2019-4-19,3.6202176,16.9077,2.0,CD8,1700761.8,R38Q N-term,353.21912
0.345679,2019-4-19,6.80568,74.424286,2.0,CD8,1344676.2,R38Q N-term,378.28882
0.115226,2019-4-19,6.25599,67.6126,2.0,CD8,752322.5,R38Q N-term,106.75427
0.038409,2019-4-19,2.5465457,6.6525574,2.0,CD8,6558505.0,R38Q N-term,1387.6777
0.012803,2019-4-19,4.844036,30.919338,2.0,CD8,1450821.0,R38Q N-term,199.84668
0.004268,2019-4-19,5.0508423,34.141247,2.0,CD8,1181592.2,R38Q N-term,123.02771
0.001423,2019-4-19,4.7966814,32.341076,2.0,CD8,878615.44,R38Q N-term,0.0
0.000474,2019-4-19,3.731045,21.26904,2.0,CD8,621189.44,R38Q N-term,34.597168
84.0,2019-4-19,1.2371502,3.6538334,1.0,NK,4526086.0,R38Q N-term,2371.8198
28.0,2019-4-19,1.4526767,3.085166,1.0,NK,3963926.5,R38Q N-term,2175.584
9.333333,2019-4-19,2.0241413,7.434992,1.0,NK,6110942.5,R38Q N-term,1729.0024
3.111,2019-4-19,1.5096557,2.212947,1.0,NK,4124523.2,R38Q N-term,579.84033
1.037037,2019-4-19,1.6220434,2.299142,1.0,NK,5294326.0,R38Q N-term,689.7446
0.345679,2019-4-19,1.5768203,2.2169905,1.0,NK,5997602.5,R38Q N-term,728.48584
0.115226,2019-4-19,1.8122047,3.0748878,1.0,NK,4569533.0,R38Q N-term,457.38965
0.038409,2019-4-19,1.6623285,2.4857707,1.0,NK,3613780.8,R38Q N-term,165.80103
0.012803,2019-4-19,1.594618,1.8694129,1.0,NK,3762718.0,R38Q N-term,320.35474
0.004268,2019-4-19,1.6543181,2.599512,1.0,NK,3264309.2,R38Q N-term,174.92358
0.001423,2019-4-19,1.7971627,4.32437,1.0,NK,1883557.1,R38Q N-term,37.115967
0.000474,2019-4-19,1.1904341,1.6952157,1.0,NK,1831635.1,R38Q N-term,0.0
84.0,2019-4-19,2.2519383,12.672223,1.0,CD8,5051891.0,R38Q N-term,3035.315
28.0,2019-4-19,0.7835587,0.4773004,1.0,CD8,4186385.2,R38Q N-term,2739.393
9.333333,2019-4-19,1.967016,4.647121,1.0,CD8,1851171.9,R38Q N-term,826.874
3.111,2019-4-19,10.38531,154.1269,1.0,CD8,1721243.2,R38Q N-term,237.76794
1.037037,2019-4-19,10.953732,151.73026,1.0,CD8,2099680.2,R38Q N-term,328.7229
0.345679,2019-4-19,3.3766088,15.899492,1.0,CD8,668113.44,R38Q N-term,93.59985
0.115226,2019-4-19,1.5565058,5.8371954,1.0,CD8,336273.7,R38Q N-term,75.68787
0.038409,2019-4-19,3.0508053,20.665445,1.0,CD8,414548.28,R38Q N-term,84.59985
0.012803,2019-4-19,1.9355714,13.586056,1.0,CD8,326346.9,R38Q N-term,116.06714
0.004268,2019-4-19,5.748879,60.64441,1.0,CD8,614628.56,R38Q N-term,116.19495
0.001423,2019-4-19,4.4026237,44.58673,1.0,CD8,456411.8,R38Q N-term,62.10547
0.000474,2019-4-19,0.52937627,1.311666,1.0,CD8,244553.33,R38Q N-term,0.0
84.0,2019-4-19,0.9856347,1.7916064,1.0,NK,4186832.2,WT N-term,2142.12
28.0,2019-4-19,1.1994367,1.8046727,1.0,NK,3176131.2,WT N-term,1590.3643
9.333333,2019-4-19,1.4835277,2.1743956,1.0,NK,3172949.5,WT N-term,522.10205
3.111,2019-4-19,1.5641937,2.1754198,1.0,NK,4418547.0,WT N-term,700.7754
1.037037,2019-4-19,1.9838959,4.361686,1.0,NK,4630187.0,WT N-term,535.0825
0.345679,2019-4-19,1.5471861,2.428524,1.0,NK,4174944.0,WT N-term,685.17725
0.115226,2019-4-19,1.8724446,3.5407348,1.0,NK,3262721.0,WT N-term,142.25
0.038409,2019-4-19,1.9966125,5.3128376,1.0,NK,2506337.0,WT N-term,0.0
0.012803,2019-4-19,1.8931875,3.4386964,1.0,NK,3105019.0,WT N-term,29.294678
0.004268,2019-4-19,2.3189273,6.6737833,1.0,NK,3252125.0,WT N-term,39.78711
0.001423,2019-4-19,3.3306398,18.3787,1.0,NK,6171794.0,WT N-term,400.3745
0.000474,2019-4-19,1.7970388,3.0085268,1.0,NK,3988814.0,WT N-term,161.63867
84.0,2019-4-19,0.7503174,0.80070615,1.0,CD8,3040869.5,WT N-term,2282.058
28.0,2019-4-19,1.3191462,2.76585,1.0,CD8,3010789.2,WT N-term,1762.5027
9.333333,2019-4-19,3.4397483,17.69701,1.0,CD8,1299179.8,WT N-term,313.4027
3.111,2019-4-19,2.902359,14.746473,1.0,CD8,740052.25,WT N-term,120.39819
1.037037,2019-4-19,3.2284062,13.697947,1.0,CD8,1377399.1,WT N-term,359.61084
0.345679,2019-4-19,3.0578637,15.318132,1.0,CD8,688370.25,WT N-term,115.423706
0.115226,2019-4-19,2.2692428,6.2351704,1.0,CD8,1026974.3,WT N-term,390.0171
0.038409,2019-4-19,4.934526,48.430286,1.0,CD8,594880.7,WT N-term,101.50403
0.012803,2019-4-19,6.425737,56.44895,1.0,CD8,1208589.2,WT N-term,68.83533
0.004268,2019-4-19,6.597421,70.53753,1.0,CD8,1007052.4,WT N-term,65.4093
0.001423,2019-4-19,5.4907928,55.712833,1.0,CD8,579277.8,WT N-term,28.6427
0.000474,2019-4-19,3.2665818,19.650328,1.0,CD8,436688.62,WT N-term,0.0
84.0,2019-4-19,1.2475767,1.4401655,4.0,NK,4565550.5,R38Q/H16N,1124.302
28.0,2019-4-19,1.4800462,1.5259404,4.0,NK,5080464.0,R38Q/H16N,758.14575
9.333333,2019-4-19,1.6449132,3.0217443,4.0,NK,3933676.8,R38Q/H16N,395.89722
3.111,2019-4-19,1.7983003,3.7917647,4.0,NK,4420183.5,R38Q/H16N,528.2888
1.037037,2019-4-19,2.094415,5.2357626,4.0,NK,4379270.0,R38Q/H16N,284.51758
0.345679,2019-4-19,1.537932,1.9360743,4.0,NK,4224996.5,R38Q/H16N,488.2942
0.115226,2019-4-19,1.832818,3.4532194,4.0,NK,3904938.0,R38Q/H16N,218.33228
0.038409,2019-4-19,2.0180414,4.777418,4.0,NK,3708571.2,R38Q/H16N,156.42676
0.012803,2019-4-19,1.8512502,4.368089,4.0,NK,2662213.0,R38Q/H16N,0.0
0.004268,2019-4-19,1.3495102,1.1415639,4.0,NK,5264463.0,R38Q/H16N,613.08276
0.001423,2019-4-19,1.6740595,2.250227,4.0,NK,5020163.0,R38Q/H16N,275.91772
0.000474,2019-4-19,1.8864453,3.7831163,4.0,NK,4375088.5,R38Q/H16N,134.47705
84.0,2019-4-19,2.2492998,7.506096,4.0,CD8,1798115.4,R38Q/H16N,879.31213
28.0,2019-4-19,4.120864,28.35031,4.0,CD8,809278.94,R38Q/H16N,225.81274
9.333333,2019-4-19,6.0216146,68.51641,4.0,CD8,739532.2,R38Q/H16N,126.78491
3.111,2019-4-19,3.543492,28.899847,4.0,CD8,521660.28,R38Q/H16N,155.54712
1.037037,2019-4-19,1.1670029,3.0902133,4.0,CD8,335414.5,R38Q/H16N,127.076416
0.345679,2019-4-19,2.4997718,15.269833,4.0,CD8,362154.03,R38Q/H16N,92.00659
0.115226,2019-4-19,4.053923,37.027447,4.0,CD8,459640.03,R38Q/H16N,105.24841
0.038409,2019-4-19,1.2834433,4.8586383,4.0,CD8,292356.22,R38Q/H16N,117.466064
0.012803,2019-4-19,5.3985724,77.71617,4.0,CD8,375074.7,R38Q/H16N,11.12915
0.004268,2019-4-19,18.031187,450.1022,4.0,CD8,916395.2,R38Q/H16N,6.836792
0.001423,2019-4-19,1.7612658,10.852183,4.0,CD8,295228.25,R38Q/H16N,42.70935
0.000474,2019-4-19,12.952447,259.89426,4.0,CD8,873674.25,R38Q/H16N,0.0
84.0,2019-4-19,1.5073824,2.6579275,2.0,NK,3404810.8,R38Q/H16N,865.4563
28.0,2019-4-19,1.6277726,3.5441523,2.0,NK,3408582.2,R38Q/H16N,714.9011
9.333333,2019-4-19,1.4594634,2.0079827,2.0,NK,3345442.2,R38Q/H16N,446.29712
3.111,2019-4-19,1.8095982,3.6884007,2.0,NK,3377053.8,R38Q/H16N,311.09302
1.037037,2019-4-19,2.1273577,5.4392996,2.0,NK,3881433.8,R38Q/H16N,254.04736
0.345679,2019-4-19,1.7039535,4.2755084,2.0,NK,2473083.8,R38Q/H16N,183.55786
0.115226,2019-4-19,1.7704434,4.3523364,2.0,NK,2599401.5,R38Q/H16N,223.25293
0.038409,2019-4-19,2.0278971,7.136923,2.0,NK,2242288.0,R38Q/H16N,39.90503
0.012803,2019-4-19,1.7725568,4.054468,2.0,NK,2868115.2,R38Q/H16N,0.0
0.004268,2019-4-19,1.8237721,4.5373435,2.0,NK,2617488.2,R38Q/H16N,171.41748
0.001423,2019-4-19,1.8653729,3.5527663,2.0,NK,3648670.0,R38Q/H16N,227.28345
0.000474,2019-4-19,2.2738948,5.6734,2.0,NK,4283139.0,R38Q/H16N,258.61133
84.0,2019-4-19,2.0762246,6.702567,2.0,CD8,1027860.06,R38Q/H16N,650.83167
28.0,2019-4-19,5.260976,47.5524,2.0,CD8,965875.94,R38Q/H16N,342.93848
9.333333,2019-4-19,2.0022862,9.659924,2.0,CD8,386315.25,R38Q/H16N,152.52722
3.111,2019-4-19,0.6923313,1.7870455,2.0,CD8,280182.44,R38Q/H16N,77.71948
1.037037,2019-4-19,2.336539,17.871494,2.0,CD8,337689.53,R38Q/H16N,54.409668
0.345679,2019-4-19,6.2557044,112.43306,2.0,CD8,446717.03,R38Q/H16N,108.753296
0.115226,2019-4-19,4.2371616,39.29768,2.0,CD8,487210.44,R38Q/H16N,109.817505
0.038409,2019-4-19,4.3182435,46.045406,2.0,CD8,453947.22,R38Q/H16N,177.1466
0.012803,2019-4-19,1.8565276,12.414003,2.0,CD8,367071.62,R38Q/H16N,148.9314
0.004268,2019-4-19,3.5388644,29.857956,2.0,CD8,462058.53,R38Q/H16N,141.95288
0.001423,2019-4-19,17.882277,410.62326,2.0,CD8,1568348.0,R38Q/H16N,214.974
0.000474,2019-4-19,1.4408737,5.85439,2.0,CD8,322783.62,R38Q/H16N,0.0
84.0,2019-4-19,1.3042694,0.9823241,1.0,NK,6564433.0,R38Q/H16N,1270.5186
28.0,2019-4-19,1.6967907,2.577979,1.0,NK,5222030.5,R38Q/H16N,694.62256
9.333333,2019-4-19,1.7232589,2.366674,1.0,NK,6058878.5,R38Q/H16N,518.4204
3.111,2019-4-19,1.4093548,1.6360765,1.0,NK,3938259.0,R38Q/H16N,228.0564
1.037037,2019-4-19,1.5385445,1.8810968,1.0,NK,5188667.0,R38Q/H16N,447.10303
0.345679,2019-4-19,1.8604729,3.2276435,1.0,NK,4293180.0,R38Q/H16N,118.140625
0.115226,2019-4-19,1.7878984,2.7975183,1.0,NK,4646854.5,R38Q/H16N,265.1958
0.038409,2019-4-19,2.0752547,4.5215635,1.0,NK,3688734.8,R38Q/H16N,41.619873
0.012803,2019-4-19,1.5433882,2.0360775,1.0,NK,3970705.0,R38Q/H16N,0.0
0.004268,2019-4-19,2.1626127,5.347334,1.0,NK,6825298.5,R38Q/H16N,309.35938
0.001423,2019-4-19,2.311349,8.283605,1.0,NK,5292156.5,R38Q/H16N,319.98633
0.000474,2019-4-19,1.6509011,2.30367,1.0,NK,4391998.0,R38Q/H16N,109.92407
84.0,2019-4-19,2.0743427,6.110574,1.0,CD8,1003017.7,R38Q/H16N,522.7988
28.0,2019-4-19,13.460108,203.63939,1.0,CD8,6350443.5,R38Q/H16N,357.29248
9.333333,2019-4-19,1.8561937,7.364134,1.0,CD8,379051.16,R38Q/H16N,74.217285
3.111,2019-4-19,1.6204312,4.784189,1.0,CD8,372124.03,R38Q/H16N,59.822266
1.037037,2019-4-19,3.0768375,23.436098,1.0,CD8,430707.66,R38Q/H16N,10.299683
0.345679,2019-4-19,0.56523514,0.65006495,1.0,CD8,267970.53,R38Q/H16N,29.00354
0.115226,2019-4-19,0.54841137,0.8660836,1.0,CD8,291413.53,R38Q/H16N,16.698608
0.038409,2019-4-19,4.331283,34.30531,1.0,CD8,535682.6,R38Q/H16N,8.708496
0.012803,2019-4-19,3.6617622,33.223656,1.0,CD8,485294.12,R38Q/H16N,76.19763
0.004268,2019-4-19,4.85127,27.708796,1.0,CD8,1248287.0,R38Q/H16N,151.3529
0.001423,2019-4-19,0.7616667,0.73851275,1.0,CD8,220233.33,R38Q/H16N,0.0
0.000474,2019-4-19,2.2169256,9.955033,1.0,CD8,506163.47,R38Q/H16N,82.40881
84.0,2019-4-19,1.3187934,1.2130456,0.5,NK,6573361.0,R38Q/H16N,1446.0732
28.0,2019-4-19,1.5839074,2.694497,0.5,NK,6447061.5,R38Q/H16N,1048.3486
9.333333,2019-4-19,1.2521485,0.6125505,0.5,NK,5087146.0,R38Q/H16N,671.6323
3.111,2019-4-19,1.3842634,1.6402283,0.5,NK,6168071.5,R38Q/H16N,634.6572
1.037037,2019-4-19,1.948051,3.8620243,0.5,NK,3650868.0,R38Q/H16N,0.0
0.345679,2019-4-19,1.9070946,5.225233,0.5,NK,2887884.8,R38Q/H16N,91.163086
0.115226,2019-4-19,1.5053723,1.6523762,0.5,NK,3230648.0,R38Q/H16N,8.956299
0.038409,2019-4-19,1.4480215,1.3980308,0.5,NK,4072956.2,R38Q/H16N,202.76758
0.012803,2019-4-19,2.0403998,4.877499,0.5,NK,3688448.8,R38Q/H16N,38.898193
0.004268,2019-4-19,1.7334924,2.7549663,0.5,NK,4423814.5,R38Q/H16N,284.5664
0.001423,2019-4-19,1.9797599,3.5863838,0.5,NK,3869750.8,R38Q/H16N,36.47461
0.000474,2019-4-19,1.5217565,1.7236624,0.5,NK,5096393.5,R38Q/H16N,424.31934
84.0,2019-4-19,2.4021492,10.249935,0.5,CD8,1199066.9,R38Q/H16N,622.681
28.0,2019-4-19,3.086288,11.58682,0.5,CD8,1245654.8,R38Q/H16N,407.1704
9.333333,2019-4-19,1.8243935,6.872863,0.5,CD8,381724.16,R38Q/H16N,74.6084
3.111,2019-4-19,1.1792215,4.1449137,0.5,CD8,342907.25,R38Q/H16N,99.88635
1.037037,2019-4-19,1.0142761,2.8964176,0.5,CD8,297570.8,R38Q/H16N,6.7651367
0.345679,2019-4-19,4.6104608,40.95653,0.5,CD8,503471.5,R38Q/H16N,57.463013
0.115226,2019-4-19,2.8221834,18.147018,0.5,CD8,368025.66,R38Q/H16N,63.111206
0.038409,2019-4-19,3.7769434,21.409204,0.5,CD8,709705.06,R38Q/H16N,203.16492
0.012803,2019-4-19,0.6635415,1.1917267,0.5,CD8,260791.58,R38Q/H16N,61.25598
0.004268,2019-4-19,2.2724137,10.903148,0.5,CD8,363010.03,R38Q/H16N,110.46875
0.001423,2019-4-19,8.766635,109.77021,0.5,CD8,759378.94,R38Q/H16N,111.33179
